location_clean,price_myr,size_sqft,rooms_num,bathrooms_num,carparks_num,property_base,property_subtype,furnishing_clean
Sentul,840000.0,1237.0,3,3,2,Condominium,Intermediate,Partly Furnished
Setapak,560000.0,1427.0,3,2,2,Condominium,Intermediate,Partly Furnished
Seputeh,550000.0,667.0,1,2,1,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),490000.0,1336.0,4,2,1,Condominium,Standard,Partly Furnished
KLCC,1360000.0,923.0,1,1,2,Serviced Residence,Corner,Partly Furnished
KLCC,2100000.0,1550.0,5,3,2,Serviced Residence,Standard,Fully Furnished
Jalan Ipoh,430000.0,698.0,2,1,1,Condominium,Intermediate,Fully Furnished
Mont Kiara,1200000.0,1991.0,5,4,2,Condominium,Standard,Fully Furnished
Mont Kiara,1200000.0,1605.0,4,4,3,Condominium,Standard,Partly Furnished
Mont Kiara,840000.0,1268.0,3,2,1,Condominium,Intermediate,Fully Furnished
Mont Kiara,1390000.0,2003.0,4,4,2,Condominium,Corner,Fully Furnished
KLCC,1850000.0,2315.0,5,4,2,Condominium,Corner,Fully Furnished
Mont Kiara,1200000.0,1991.0,5,3,2,Condominium,Standard,Fully Furnished
Sentul,555000.0,1062.0,3,2,2,Condominium,Standard,Unfurnished
Sentul,960000.0,1488.0,4,3,2,Condominium,Intermediate,Partly Furnished
Sentul,890000.0,1186.0,3,3,1,Condominium,Intermediate,Partly Furnished
Sentul,980000.0,1488.0,4,4,2,Condominium,Intermediate,Partly Furnished
Sentul,900000.0,1186.0,3,3,1,Condominium,Corner,Unfurnished
Sentul,920000.0,1186.0,3,3,1,Condominium,Corner,Unfurnished
Sentul,1250000.0,1488.0,4,4,2,Condominium,Intermediate,Unfurnished
Bangsar,890000.0,1100.0,2,2,1,Condominium,Intermediate,Partly Furnished
Jalan Kuching,1180000.0,1800.0,4,4,2,Condominium,Corner,Partly Furnished
Pantai,780000.0,1200.0,3,2,1,Condominium,Corner,Fully Furnished
Jalan Kuching,530000.0,1050.0,3,2,2,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),750000.0,1094.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),760000.0,1094.0,4,2,2,Serviced Residence,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),750000.0,1094.0,4,2,2,Serviced Residence,Standard,Fully Furnished
City Centre,1300000.0,1250.0,2,2,1,Condominium,Corner,Fully Furnished
Jalan Ipoh,630000.0,978.0,3,2,2,Condominium,Intermediate,Fully Furnished
Mont Kiara,850000.0,1428.0,4,3,0,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,750000.0,1252.0,3,2,0,Serviced Residence,Intermediate,Partly Furnished
Kuchai Lama,898000.0,2387.0,6,6,2,Condominium,Corner,Partly Furnished
Kuchai Lama,800000.0,2387.0,6,6,2,Condominium,Corner,Partly Furnished
Sentul,630000.0,1345.0,4,3,2,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),530000.0,730.0,2,1,2,Condominium,Standard,Unfurnished
Mont Kiara,888000.0,1071.0,2,2,1,Condominium,Standard,Fully Furnished
Bangsar South,575000.0,638.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Dutamas,600000.0,1100.0,3,2,1,Condominium,Standard,Fully Furnished
Sri Hartamas,600000.0,434.0,1,1,1,Serviced Residence,Standard,Fully Furnished
KL Sentral,2027000.0,1356.0,2,1,2,Serviced Residence,Standard,Partly Furnished
KL Sentral,2477000.0,1765.0,3,2,2,Serviced Residence,Standard,Unfurnished
Bangsar South,610000.0,638.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Bangsar South,850000.0,868.0,2,2,0,Serviced Residence,Standard,Fully Furnished
Pantai,525000.0,1039.0,3,2,1,Condominium,Standard,Partly Furnished
KL Sentral,1620000.0,1584.0,4,3,0,Condominium,Standard,Fully Furnished
Dutamas,650000.0,1418.0,4,3,2,Condominium,Intermediate,Fully Furnished
Dutamas,1200000.0,1799.0,4,0,3,Condominium,Standard,Partly Furnished
Seputeh,880000.0,1320.0,3,2,1,Condominium,Standard,Fully Furnished
Bangsar,1150000.0,1112.0,2,0,1,Condominium,Standard,Fully Furnished
Damansara Heights,1722000.0,1148.0,2,1,0,Serviced Residence,Standard,Unfurnished
Jalan Kuching,550000.0,1100.0,3,2,0,Condominium,Intermediate,Partly Furnished
Bangsar South,570000.0,638.0,1,1,0,Serviced Residence,Intermediate,Partly Furnished
Bangsar South,790000.0,861.0,2,1,0,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,2400000.0,2535.0,4,3,3,Condominium,Intermediate,Fully Furnished
KLCC,1381000.0,925.0,1,1,1,Serviced Residence,Corner,Partly Furnished
KLCC,2580000.0,1436.0,3,2,1,Serviced Residence,Corner,Partly Furnished
Sentul,668000.0,1000.0,3,2,1,Condominium,Standard,Fully Furnished
Wangsa Maju,600000.0,1088.0,2,2,1,Condominium,Intermediate,Partly Furnished
KLCC,2200000.0,1496.0,4,4,1,Serviced Residence,Corner,Fully Furnished
KLCC,964975.0,605.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1080000.0,614.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1760000.0,2200.0,3,2,1,Condominium,Intermediate,Fully Furnished
KLCC,1202025.0,1551.0,2,2,1,Condominium,Corner,Unfurnished
Cheras,450000.0,950.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Sri Petaling,450000.0,1141.0,3,2,2,Condominium,Standard,Fully Furnished
Sri Petaling,428000.0,950.0,3,2,0,Condominium,Standard,Fully Furnished
Cheras,440000.0,950.0,3,2,1,Serviced Residence,Standard,Partly Furnished
Cheras,550000.0,1394.0,4,2,1,Condominium,Intermediate,Partly Furnished
Cheras,580000.0,1394.0,4,2,2,Condominium,Intermediate,Partly Furnished
Cheras,420000.0,950.0,3,2,0,Serviced Residence,Standard,Partly Furnished
Cheras,400000.0,950.0,3,2,0,Serviced Residence,Intermediate,Partly Furnished
Cheras,530000.0,1394.0,4,2,0,Condominium,Standard,Partly Furnished
Mont Kiara,630000.0,1314.0,3,2,1,Condominium,Standard,Partly Furnished
Setapak,450000.0,753.0,1,1,0,Condominium,Standard,Partly Furnished
Setapak,490000.0,753.0,1,1,0,Condominium,Standard,Fully Furnished
Bangsar South,1300000.0,1419.0,3,3,3,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1100000.0,932.0,2,2,2,Serviced Residence,Standard,Fully Furnished
KL City,388000.0,865.0,3,2,1,Condominium,Standard,Unfurnished
Bukit Jalil,395000.0,1091.0,3,2,1,Condominium,Intermediate,Fully Furnished
Mont Kiara,1780000.0,1830.0,4,4,3,Condominium,Standard,Partly Furnished
Kuchai Lama,320000.0,900.0,3,2,1,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),320000.0,950.0,3,2,1,Condominium,Standard,Partly Furnished
Kuchai Lama,450000.0,936.0,2,2,2,Condominium,Intermediate,Fully Furnished
Kuchai Lama,430000.0,936.0,3,2,2,Condominium,Intermediate,Partly Furnished
Kuchai Lama,500000.0,936.0,3,2,2,Condominium,Intermediate,Partly Furnished
Sri Hartamas,370000.0,500.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Damansara Heights,385000.0,558.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Setapak,529000.0,908.0,3,2,2,Condominium,Standard,Partly Furnished
Mont Kiara,570000.0,678.0,1,1,0,Serviced Residence,Standard,Unfurnished
Damansara Heights,399000.0,558.0,0,1,1,Serviced Residence,Standard,Fully Furnished
KL City,988000.0,625.0,2,1,1,Serviced Residence,Corner,Partly Furnished
KLCC,1320000.0,880.0,2,1,0,Serviced Residence,Intermediate,Fully Furnished
Ampang,479000.0,520.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Ampang,1450000.0,2131.0,4,4,3,Condominium,Corner,Partly Furnished
Ampang,1350000.0,2131.0,0,0,2,Condominium,Corner,Partly Furnished
Ampang,1250000.0,1625.0,4,3,2,Condominium,Intermediate,Partly Furnished
Ampang,1180000.0,1625.0,4,3,2,Condominium,Intermediate,Fully Furnished
Ampang,1300000.0,1776.0,4,4,2,Condominium,Intermediate,Fully Furnished
Ampang,1450000.0,2131.0,4,4,2,Condominium,Corner,Partly Furnished
Ampang,1450000.0,2109.0,4,4,2,Condominium,Corner,Fully Furnished
Ampang,1450000.0,2131.0,4,4,2,Condominium,Intermediate,Partly Furnished
Ampang,1200000.0,1735.0,4,4,2,Condominium,Corner,Fully Furnished
Ampang,1400000.0,2023.0,4,4,2,Condominium,Corner,Fully Furnished
Ampang,1300000.0,1744.0,4,3,2,Condominium,Intermediate,Partly Furnished
Ampang,1250000.0,1735.0,7,3,4,Condominium,Intermediate,Fully Furnished
KLCC,2760000.0,1023.0,1,1,1,Serviced Residence,Corner,Partly Furnished
Damansara Heights,1380000.0,1356.0,4,3,0,Serviced Residence,Intermediate,Partly Furnished
Damansara Heights,960000.0,828.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Bukit Bintang,615000.0,650.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Bintang,780000.0,750.0,2,2,0,Serviced Residence,Corner,Fully Furnished
Bukit Bintang,578000.0,550.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Cheras,1380000.0,1405.0,3,2,0,Serviced Residence,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),400000.0,775.0,1,2,0,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,599000.0,550.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
City Centre,620000.0,1276.0,3,2,0,Condominium,Standard,Partly Furnished
KLCC,850000.0,925.0,2,2,0,Condominium,Corner,Fully Furnished
Bukit Bintang,638000.0,650.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
KL City,738000.0,688.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,650000.0,1050.0,1,1,1,Serviced Residence,Corner,Fully Furnished
Cheras,400000.0,800.0,3,2,2,Condominium,Standard,Partly Furnished
Bukit Bintang,1480000.0,1400.0,3,3,0,Serviced Residence,Corner,Fully Furnished
Bukit Bintang,630000.0,550.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
KLCC,1300000.0,753.0,3,2,1,Condominium,Standard,Fully Furnished
KLCC,1500000.0,991.0,3,2,1,Condominium,Standard,Fully Furnished
Bukit Bintang,520000.0,782.0,1,1,1,Condominium,Intermediate,Fully Furnished
KLCC,1100000.0,1182.0,3,2,1,Condominium,Standard,Partly Furnished
Desa ParkCity,1055000.0,1250.0,3,2,0,Condominium,Standard,Unfurnished
Desa ParkCity,1400000.0,1852.0,4,3,2,Condominium,Standard,Partly Furnished
Desa ParkCity,1250000.0,1421.0,3,2,0,Condominium,Standard,Fully Furnished
Desa ParkCity,909000.0,1001.0,2,2,0,Condominium,Standard,Unfurnished
Desa ParkCity,1201000.0,1537.0,4,2,0,Condominium,Standard,Unfurnished
Desa ParkCity,931000.0,1283.0,3,2,0,Condominium,Standard,Unfurnished
Desa ParkCity,1035000.0,1196.0,2,2,0,Condominium,Standard,Unfurnished
Desa ParkCity,1280000.0,1540.0,4,4,0,Condominium,Standard,Unfurnished
Desa ParkCity,1650000.0,1917.0,5,4,0,Condominium,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),648000.0,1094.0,4,2,2,Serviced Residence,Standard,Partly Furnished
Taman Desa,640000.0,945.0,3,2,1,Serviced Residence,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),650000.0,975.0,3,2,2,Serviced Residence,Standard,Unfurnished
Wangsa Maju,615000.0,1088.0,2,2,1,Condominium,Standard,Fully Furnished
Mont Kiara,1750000.0,1496.0,4,4,2,Condominium,Standard,Partly Furnished
Wangsa Maju,820000.0,1259.0,3,2,2,Condominium,Standard,Fully Furnished
Wangsa Maju,950000.0,1909.0,5,3,2,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),660000.0,953.0,3,3,1,Serviced Residence,Intermediate,Partly Furnished
Wangsa Maju,600000.0,1246.0,4,2,1,Condominium,Intermediate,Fully Furnished
KLCC,2251200.0,2144.0,3,2,1,Condominium,Standard,Partly Furnished
Bukit Bintang,555000.0,550.0,1,1,1,Serviced Residence,Corner,Fully Furnished
KL Sentral,2100000.0,820.0,0,1,1,Serviced Residence,Intermediate,Partly Furnished
Ampang,1850000.0,1936.0,5,5,2,Condominium,Standard,Fully Furnished
Setapak,430000.0,943.0,2,2,2,Serviced Residence,Corner,Unfurnished
Bukit Bintang,2653100.0,1234.0,2,2,0,Serviced Residence,Corner,Fully Furnished
Bukit Bintang,2744700.0,1307.0,2,2,0,Serviced Residence,Corner,Partly Furnished
KLCC,1100000.0,1182.0,3,2,1,Condominium,Intermediate,Partly Furnished
Bukit Bintang,2591000.0,1234.0,2,2,0,Serviced Residence,Standard,Partly Furnished
Mont Kiara,850000.0,1268.0,3,2,1,Condominium,Corner,Partly Furnished
KLCC,2391000.0,1087.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1300000.0,1430.0,2,1,1,Condominium,Corner,Fully Furnished
Sungai Besi,830000.0,1430.0,3,3,2,Serviced Residence,Corner,Partly Furnished
Bukit Jalil,1000000.0,1450.0,4,3,0,Condominium,Intermediate,Partly Furnished
Bukit Jalil,920000.0,1513.0,4,3,2,Condominium,Corner,Partly Furnished
Bukit Jalil,930000.0,1513.0,4,3,2,Condominium,Corner,Partly Furnished
Sungai Besi,690000.0,1130.0,3,2,0,Serviced Residence,Intermediate,Partly Furnished
Sungai Besi,610000.0,1025.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
Sungai Besi,790000.0,1254.0,2,2,2,Serviced Residence,Corner,Partly Furnished
Bukit Jalil,950000.0,1513.0,5,4,2,Condominium,Corner,Partly Furnished
Bukit Jalil,800000.0,1335.0,4,3,0,Condominium,Intermediate,Unfurnished
Bukit Jalil,960000.0,1508.0,4,3,0,Condominium,Intermediate,Partly Furnished
Bukit Jalil,1000000.0,1508.0,4,3,2,Condominium,Intermediate,Partly Furnished
Sungai Besi,475000.0,780.0,1,1,0,Serviced Residence,Intermediate,Partly Furnished
Bukit Jalil,860000.0,933.0,2,2,1,Serviced Residence,Corner,Partly Furnished
Taman Tun Dr Ismail,2820000.0,2426.0,4,4,2,Serviced Residence,Standard,Partly Furnished
Taman Tun Dr Ismail,1700000.0,1445.0,3,3,2,Serviced Residence,Standard,Partly Furnished
Dutamas,1000000.0,997.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,4000.0,1241.0,3,2,1,Condominium,Standard,Fully Furnished
KL Eco City,996888.0,797.0,2,1,1,Condominium,Standard,Partly Furnished
KL Eco City,830000.0,710.0,1,1,1,Condominium,Corner,Partly Furnished
KLCC,2460000.0,1023.0,1,1,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,718000.0,1400.0,3,2,1,Condominium,Standard,Fully Furnished
KL Eco City,850000.0,710.0,1,1,1,Condominium,Standard,Partly Furnished
KL Eco City,1230000.0,1119.0,2,2,1,Condominium,Standard,Partly Furnished
Mont Kiara,1050000.0,1690.0,4,3,1,Condominium,Corner,Fully Furnished
Mont Kiara,770000.0,1088.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1500000.0,2513.0,5,4,3,Condominium,Standard,Partly Furnished
Mont Kiara,1230000.0,1787.0,5,3,2,Condominium,Corner,Fully Furnished
Mont Kiara,1100000.0,1848.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,820000.0,1605.0,0,0,2,Condominium,Standard,Fully Furnished
Mont Kiara,810000.0,1280.0,3,2,2,Condominium,Standard,Fully Furnished
Mont Kiara,1300000.0,1903.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,1900000.0,2025.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,1100000.0,1905.0,5,3,2,Condominium,Corner,Fully Furnished
Taman Tun Dr Ismail,1500000.0,1890.0,4,4,2,Condominium,Corner,Fully Furnished
Bangsar,850000.0,441.0,0,1,1,Serviced Residence,Standard,Partly Furnished
Bangsar,1700000.0,980.0,2,1,1,Serviced Residence,Standard,Partly Furnished
Ampang Hilir,1000000.0,942.0,2,1,1,Serviced Residence,Standard,Fully Furnished
Ampang,630000.0,853.0,1,1,0,Serviced Residence,Intermediate,Partly Furnished
Setapak,513000.0,1324.0,3,2,0,Condominium,Standard,Unfurnished
Bukit Jalil,650000.0,791.0,2,1,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,500000.0,667.0,2,1,1,Serviced Residence,Intermediate,Partly Furnished
Bukit Jalil,615000.0,1232.0,3,2,2,Condominium,Intermediate,Fully Furnished
Sri Hartamas,324000.0,500.0,1,1,0,Serviced Residence,Standard,Unfurnished
Mont Kiara,1480000.0,1900.0,4,4,2,Condominium,Standard,Partly Furnished
Bukit Jalil,1000000.0,1513.0,4,3,2,Condominium,Standard,Unfurnished
Mont Kiara,1535000.0,1496.0,4,4,2,Condominium,Intermediate,Partly Furnished
Mont Kiara,1200000.0,1703.0,4,3,2,Condominium,Standard,Fully Furnished
Jalan Kuching,550000.0,865.0,2,2,1,Condominium,Standard,Partly Furnished
Mont Kiara,1350000.0,1756.0,4,3,3,Condominium,Corner,Fully Furnished
Sri Hartamas,578000.0,680.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Cheras,310000.0,988.0,3,2,1,Condominium,Intermediate,Unfurnished
Mont Kiara,2100000.0,2248.0,4,4,2,Condominium,Standard,Partly Furnished
Taman Desa,450000.0,689.0,1,1,1,Condominium,Standard,Fully Furnished
Mont Kiara,1620000.0,2157.0,4,3,0,Condominium,Intermediate,Fully Furnished
Bukit Jalil,288000.0,775.0,2,1,1,Condominium,Standard,Partly Furnished
KLCC,960000.0,1133.0,3,2,0,Serviced Residence,Standard,Fully Furnished
Taman Desa,650000.0,1110.0,3,2,0,Condominium,Standard,Fully Furnished
KLCC,870000.0,603.0,2,1,1,Serviced Residence,Corner,Fully Furnished
Mont Kiara,1300000.0,1593.0,4,3,2,Condominium,Standard,Fully Furnished
Cheras,395000.0,966.0,3,2,1,Condominium,Standard,Fully Furnished
Kuchai Lama,310000.0,1067.0,3,2,1,Condominium,Standard,Partly Furnished
Brickfields,748000.0,872.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Titiwangsa,580000.0,1059.0,3,2,0,Condominium,Standard,Fully Furnished
Mont Kiara,800000.0,1128.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,750000.0,1400.0,4,3,1,Condominium,Standard,Fully Furnished
Salak Selatan,358000.0,845.0,2,2,1,Serviced Residence,Corner,Fully Furnished
Setapak,450000.0,753.0,1,1,2,Condominium,Standard,Fully Furnished
KL Eco City,800000.0,812.0,2,1,1,Condominium,Standard,Fully Furnished
Ampang,400000.0,522.0,0,1,0,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),520000.0,1407.0,3,2,1,Condominium,Corner,Fully Furnished
Mont Kiara,750000.0,1399.0,4,2,0,Condominium,Standard,Fully Furnished
Mont Kiara,890000.0,1550.0,4,2,2,Condominium,Standard,Fully Furnished
Jalan Kuching,500000.0,865.0,2,2,1,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),730000.0,1133.0,4,2,2,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1950000.0,2535.0,4,4,3,Condominium,Corner,Partly Furnished
Desa Pandan,1285000.0,1410.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
KLCC,2050000.0,1626.0,4,4,1,Serviced Residence,Corner,Fully Furnished
City Centre,2000000.0,2400.0,4,3,2,Condominium,Intermediate,Partly Furnished
KLCC,2840000.0,2470.0,4,4,1,Serviced Residence,Corner,Fully Furnished
Bangsar,790000.0,899.0,1,1,1,Condominium,Standard,Partly Furnished
Bangsar,980000.0,1100.0,2,2,0,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),600000.0,893.0,2,2,2,Serviced Residence,Corner,Partly Furnished
Sri Petaling,410000.0,1129.0,3,2,1,Condominium,Standard,Partly Furnished
Desa ParkCity,1950000.0,1948.0,4,3,3,Condominium,Corner,Fully Furnished
Desa ParkCity,860000.0,915.0,1,1,1,Condominium,Intermediate,Partly Furnished
Bangsar,440000.0,704.0,2,1,1,Condominium,Intermediate,Fully Furnished
KL City,1788800.0,1245.0,2,2,1,Serviced Residence,Duplex,Fully Furnished
Cheras,400000.0,920.0,3,2,0,Condominium,Standard,Partly Furnished
Ampang,919600.0,968.0,0,2,0,Serviced Residence,Duplex,Partly Furnished
KLCC,1500000.0,1070.0,2,2,1,Serviced Residence,Corner,Fully Furnished
KLCC,1250000.0,850.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1780000.0,915.0,3,2,1,Condominium,Standard,Fully Furnished
KLCC,1200000.0,463.0,1,1,0,Condominium,Standard,Fully Furnished
KLCC,1158000.0,630.0,1,1,1,Condominium,Standard,Fully Furnished
KLCC,1570000.0,991.0,2,2,1,Condominium,Standard,Fully Furnished
KLCC,1798000.0,1159.0,3,2,2,Condominium,Standard,Fully Furnished
Desa Pandan,1280000.0,1646.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Desa Pandan,1090000.0,1410.0,2,2,2,Serviced Residence,Intermediate,Partly Furnished
Desa Pandan,1190000.0,1700.0,3,2,2,Serviced Residence,Corner,Fully Furnished
Ampang,680000.0,610.0,0,1,1,Serviced Residence,Studio,Fully Furnished
Setapak,550000.0,1313.0,4,2,2,Condominium,Corner,Partly Furnished
Sentul,1500000.0,1638.0,3,3,1,Condominium,Corner,Fully Furnished
Sentul,760000.0,999.0,2,2,1,Condominium,Corner,Partly Furnished
Setapak,480000.0,1333.0,4,2,1,Condominium,Corner,Partly Furnished
Setapak,500000.0,1351.0,4,2,1,Condominium,Corner,Partly Furnished
Sentul,1200000.0,1568.0,4,4,2,Condominium,Corner,Partly Furnished
Sentul,530000.0,1230.0,3,2,2,Condominium,Corner,Partly Furnished
Sentul,1150000.0,1381.0,4,4,2,Condominium,Corner,Fully Furnished
Sentul,1200000.0,1567.0,4,3,2,Condominium,Corner,Fully Furnished
Setapak,420000.0,1000.0,3,2,1,Condominium,Corner,Fully Furnished
Setapak,460000.0,1272.0,4,2,2,Condominium,Corner,Partly Furnished
Dutamas,1280000.0,1180.0,2,2,2,Condominium,Corner,Fully Furnished
Wangsa Maju,440000.0,1150.0,3,2,1,Condominium,Corner,Partly Furnished
Sentul,730000.0,999.0,2,3,1,Condominium,Corner,Partly Furnished
Sentul,740000.0,1085.0,3,2,2,Condominium,Corner,Fully Furnished
Setapak,580000.0,1450.0,4,2,1,Condominium,Corner,Fully Furnished
Setapak,640000.0,1675.0,4,2,1,Condominium,Corner,Fully Furnished
Sentul,670000.0,830.0,2,2,1,Condominium,Standard,Fully Furnished
